Trap Date,Genus,Specific Epithet,Gender,IDd,Count,Trap Region,Include,Comparison Group,Latitude,Longitude,Location
"Aug 17, 2021",Culiseta,inornata,Female,,3,Outer Community-West,,Outer,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jul 23, 2013",Culiseta,inornata,Female,,8,Outer Community-West,,Outer,53.47503000,-113.93436000,POINT (-113.93436 53.47503)
"Jun 25, 1996",Culiseta,inornata,Female,,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 11, 1998",Culiseta,inornata,Female,,29,River Valley-East-GC1,,Core,53.56151400,-113.43811190,POINT (-113.4381119 53.561514)
"Jun 27, 2017",Aedes,flavescens,Female,,4,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Jun 24, 1997",Culiseta,alaskaensis,Female,,3,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jun 05, 2007",Culiseta,inornata,Female,,3,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"May 15, 2012",Culiseta,inornata,Female,,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jul 29, 1997",Aedes,Banded legs,Female,UnID,1,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Jul 25, 2023",Culiseta,spp.,Female,UnID,31,Outer Community-East,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Aug 27, 1996",Aedes,flavescens,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 28, 1998",Aedes,dorsalis,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 29, 1999",Culiseta,inornata,Female,,5,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 22, 2014",Aedes,dorsalis,Female,,1,Rural GC-South East,,Outer,53.33774000,-113.24156000,POINT (-113.24156 53.33774)
"Aug 20, 2019",Misc,UnID,Female,UnID,431,Outer Community-North West,,Outer,53.70127700,-114.04985900,POINT (-114.049859 53.701277)
"May 29, 2018",Aedes,Black legs,Female,UnID,13,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Aug 13, 2019",Culiseta,alaskaensis,Female,,1,Residential-South-GC,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jul 29, 1997",Aedes,Banded legs,Female,UnID,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Sep 18, 2018",Male,UnID,Male,UnID,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 22, 2006",Aedes,vexans,Female,,2,Residential-South,,Core,53.46981200,-113.45737900,POINT (-113.457379 53.469812)
"Jul 17, 1990",Aedes,Black legs,Female,UnID,5,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Sep 03, 1991",Aedes,dorsalis,Female,,3,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 07, 2012",Male,UnID,Male,UnID,208,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 17, 1997",Aedes,excrucians,Female,,4,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Aug 18, 1998",Aedes,spencerii,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 09, 2016",Culiseta,inornata,Female,,13,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 11, 1998",Aedes,sticticus,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 03, 1993",Culiseta,inornata,Female,,88,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 19, 1990",Culiseta,alaskaensis,Female,,2,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 23, 2020",Male,UnID,Male,UnID,214,Outer Community-South,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Aug 06, 1991",Misc,UnID,Female,UnID,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 19, 2022",Mansonia,perturbans,Female,,1,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jun 11, 1996",Aedes,flavescens,Female,,1,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"May 16, 2023",Misc,UnID,Female,UnID,0,Peripheral-North,,Peripheral,53.64335400,-113.36588800,POINT (-113.365888 53.643354)
"Jun 09, 1998",Anopheles,earlei,Female,,1,River Valley-Central,,Core,53.52420580,-113.50048000,POINT (-113.50048 53.5242058)
"Sep 03, 2013",Culiseta,inornata,Female,,33,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 17, 1999",Culex,spp.,Female,UnID,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Jun 30, 2015",Aedes,spp.,Female,UnID,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"May 07, 2019",Male,UnID,Male,UnID,0,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 04, 2015",Aedes,vexans,Female,,8,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 26, 2022",Aedes,dorsalis,Female,,1,Outer Community-West,,Outer,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jun 05, 2007",Aedes,fitchii,Female,,2,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Aug 13, 1996",Aedes,vexans,Female,,123,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Aug 21, 2012",Male,UnID,Male,UnID,20,Industrial East,,Peripheral,53.59592000,-113.33219000,POINT (-113.33219 53.59592)
"Jun 23, 2015",Culiseta,inornata,Female,,2,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jul 22, 2014",Aedes,spencerii,Female,,2,Rural GC-South East,,Outer,53.33774000,-113.24156000,POINT (-113.24156 53.33774)
"Aug 28, 2012",Male,UnID,Male,UnID,177,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jul 25, 2023",Aedes,Banded legs,Female,UnID,1,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jul 01, 2008",Aedes,flavescens,Female,,1,Industrial East,,Peripheral,53.59592000,-113.33219000,POINT (-113.33219 53.59592)
"Jul 18, 1995",Mansonia,perturbans,Female,,1,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 24, 2014",Aedes,vexans,Female,,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Sep 07, 2004",Aedes,dorsalis,Female,,1,Industrial East,,Peripheral,53.59592000,-113.33219000,POINT (-113.33219 53.59592)
"Jun 09, 2020",Male,UnID,Male,UnID,27,Outer Community-South,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Sep 20, 2011",Culiseta,inornata,Female,,7,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"May 30, 2006",Culiseta,alaskaensis,Female,,2,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 04, 2017",Anopheles,earlei,Female,,7,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jun 18, 2019",Aedes,vexans,Female,,3,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Jul 08, 2003",Aedes,flavescens,Female,,6,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Sep 17, 2019",Male,UnID,Male,UnID,64,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 01, 2012",Aedes,dorsalis,Female,,3,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Sep 30, 2014",Male,UnID,Male,UnID,44,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Aug 19, 2008",Culiseta,alaskaensis,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 11, 1998",Aedes,spp.,Female,UnID,4,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"Jun 17, 1997",Aedes,dorsalis,Female,,4,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Aug 02, 2022",Aedes,Black legs,Female,UnID,1,Residential-East,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 29, 2017",Male,UnID,Male,UnID,20,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Jun 23, 1992",Anopheles,earlei,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 09, 2019",Aedes,Black legs,Female,UnID,2,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Aug 29, 2023",Male,UnID,Male,UnID,313,Outer Community-East,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jun 22, 2004",Aedes,flavescens,Female,,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"May 14, 2019",Aedes,Black legs,Female,UnID,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 09, 1994",Culiseta,inornata,Female,,129,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jun 30, 2015",Culex,territans,Female,,2,Residential-South-GC,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"May 27, 1997",Aedes,implicatus,Female,,1,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"Jul 23, 2002",Male,UnID,Male,UnID,3,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 04, 2002",Misc,UnID,Female,UnID,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 21, 2005",Aedes,mercurator,Female,,4,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Aug 19, 2014",Aedes,vexans,Female,,1233,Industrial South,,Core,53.45891000,-113.47761000,POINT (-113.47761 53.45891)
"Aug 20, 2019",Male,UnID,Male,UnID,17,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jun 24, 2003",Culiseta,inornata,Female,,7,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"May 23, 2017",Aedes,Black legs,Female,UnID,7,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Aug 20, 1996",Culiseta,minnesotae,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 07, 1998",Culex,territans,Female,,1,River Valley-Central-P1,,Core,53.52902900,-113.54717700,POINT (-113.547177 53.529029)
"Aug 29, 2017",Aedes,flavescens,Female,,2,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Sep 18, 2012",Culiseta,inornata,Female,,2,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Aug 10, 2010",Male,UnID,Male,UnID,143,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 27, 1996",Aedes,dorsalis,Female,,2,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Aug 01, 2017",Culiseta,inornata,Female,,18,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"May 17, 2022",Misc,UnID,Female,UnID,0,Outer Community-North,No Data,Outer,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 28, 2001",Culiseta,inornata,Female,,8,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jun 17, 2008",Male,UnID,Male,UnID,5,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 05, 2011",Aedes,euedes,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 13, 2017",Aedes,Black legs,Female,UnID,2,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"Jul 30, 2019",Misc,UnID,Female,UnID,0,Rural-South East,No Data,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Sep 10, 2019",Male,UnID,Male,UnID,0,Outer Community-North West,No Data,Outer,53.70127700,-114.04985900,POINT (-114.049859 53.701277)
"Jun 12, 2018",Aedes,flavescens,Female,,64,Rural-South West,,Peripheral,53.52858720,-113.73807010,POINT (-113.7380701 53.5285872)
"Aug 24, 1999",Aedes,vexans,Female,,76,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jun 23, 1992",Aedes,excrucians,Female,,1,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Jul 24, 2007",Aedes,euedes,Female,,2,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"May 18, 1993",Anopheles,earlei,Female,,5,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 14, 2012",Aedes,vexans,Female,,83,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 22, 2004",Aedes,flavescens,Female,,2,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 14, 1998",Culex,territans,Female,,2,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 29, 2010",Male,UnID,Male,UnID,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jun 26, 2007",Male,UnID,Male,UnID,31,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 01, 2021",Misc,UnID,Female,UnID,0,River Valley-East,,Core,53.56837600,-113.38068900,POINT (-113.380689 53.568376)
"Sep 14, 2004",Culiseta,inornata,Female,,4,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jun 26, 2001",Male,UnID,Male,UnID,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 17, 2007",Aedes,fitchii,Female,,2,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"May 13, 1997",Culiseta,morsitans,Female,,3,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 27, 1999",Culiseta,inornata,Female,,8,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jul 25, 2017",Aedes,fitchii,Female,,3,Outer Community-North East,,Outer,53.77447010,-113.37208810,POINT (-113.3720881 53.7744701)
"Aug 12, 1997",Aedes,spp.,Female,UnID,2,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Jul 18, 2023",Misc,UnID,Female,UnID,2,Residential-South,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"May 13, 2014",Culiseta,minnesotae,Female,,2,Rural-West,,Outer,53.55902000,-114.00119000,POINT (-114.00119 53.55902)
"Jun 24, 2014",Culiseta,inornata,Female,,1,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Aug 15, 2017",Aedes,vexans,Female,,8,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Sep 06, 2016",Culiseta,inornata,Female,,11,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 15, 2014",Aedes,spp.,Female,UnID,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jul 21, 1992",Mansonia,perturbans,Female,,2,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jun 19, 2012",Male,UnID,Male,UnID,2,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 02, 1994",Culiseta,inornata,Female,,120,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 22, 2003",Aedes,vexans,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 02, 2022",Aedes,spp.,Female,UnID,3,Peripheral-North,,Peripheral,53.64335400,-113.36588800,POINT (-113.365888 53.643354)
"Jul 09, 1996",Aedes,canadensis,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 21, 2018",Culex,territans,Female,,2,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Aug 16, 2022",Culiseta,inornata,Female,,6,Peripheral-North,,Peripheral,53.66876900,-113.48898000,POINT (-113.48898 53.668769)
"Jun 26, 1990",Aedes,Banded legs,Female,UnID,12,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Sep 06, 2016",Aedes,Black legs,Female,UnID,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Aug 17, 2021",Culex,territans,Female,,1,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Aug 23, 1994",Aedes,vexans,Female,,290,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 20, 1999",Aedes,excrucians,Female,,1,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
"Aug 26, 2014",Aedes,vexans,Female,,38,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Sep 04, 1990",Aedes,dorsalis,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 24, 2018",Male,UnID,Male,UnID,9,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"May 16, 1995",Culiseta,minnesotae,Female,,8,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jun 04, 1991",Culiseta,inornata,Female,,8,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jun 28, 2016",Mansonia,perturbans,Female,,8,Outer Community-South West,,Peripheral,53.40827000,-113.76136000,POINT (-113.76136 53.40827)
"Sep 13, 2022",Culiseta,alaskaensis,Female,,1,Residential-West,,Core,53.61352600,-113.59020200,POINT (-113.590202 53.613526)
"Aug 16, 1994",Culex,tarsalis,Female,,1,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"May 28, 2013",Aedes,sticticus,Female,,6,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 28, 1998",Aedes,flavescens,Female,,1,River Valley-Central,,Core,53.52420580,-113.50048000,POINT (-113.50048 53.5242058)
"Jul 10, 2001",Culiseta,minnesotae,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 29, 2023",Male,UnID,Male,UnID,24,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 04, 1998",Aedes,vexans,Female,,3339,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 23, 2013",Culiseta,morsitans,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 28, 1998",Anopheles,earlei,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Aug 22, 2006",Aedes,vexans,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 23, 2002",Anopheles,earlei,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jun 26, 1990",Aedes,excrucians,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 15, 2008",Aedes,euedes,Female,,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Sep 04, 2001",Aedes,vexans,Female,,89,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 09, 2020",Aedes,euedes,Female,,4,Outer Community-South,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jun 28, 1994",Aedes,vexans,Female,,35,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Sep 13, 2022",Culiseta,inornata,Female,,1,Peripheral-North,,Peripheral,53.64335400,-113.36588800,POINT (-113.365888 53.643354)
"Jul 22, 2003",Culiseta,inornata,Female,,187,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"May 31, 2022",Male,UnID,Male,UnID,1,Peripheral-South,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 20, 2017",Aedes,euedes,Female,,3,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jun 22, 2021",Male,UnID,Male,UnID,0,Peripheral-South,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 03, 2012",Aedes,euedes,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"May 21, 1991",Culiseta,minnesotae,Female,,11,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Aug 17, 2004",Aedes,Black legs,Female,UnID,3,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"May 20, 1997",Aedes,Black legs,Female,UnID,4,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 27, 1996",Culiseta,alaskaensis,Female,,2,River Valley-West-P1,,Core,53.51211760,-113.54965540,POINT (-113.5496554 53.5121176)
"Jul 03, 2018",Aedes,excrucians,Female,,2,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Aug 19, 2003",Aedes,Black legs,Female,UnID,1,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Jul 03, 2018",Culex,territans,Female,,1,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jul 28, 1992",Aedes,vexans,Female,,90,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Aug 15, 2000",Male,UnID,Male,UnID,108,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 23, 1991",Aedes,flavescens,Female,,439,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 16, 2019",Male,UnID,Male,UnID,9,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"May 27, 2014",Male,UnID,Male,UnID,2,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Aug 21, 2012",Aedes,Black legs,Female,UnID,6,Outer Community-South2,,Outer,53.26243000,-113.53731000,POINT (-113.53731 53.26243)
"Jul 02, 2019",Aedes,vexans,Female,,2,Outer Community-North,,Outer,53.77416300,-113.58922100,POINT (-113.589221 53.774163)
"Jun 18, 2019",Male,UnID,Male,UnID,43,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 10, 1999",Aedes,vexans,Female,,1155,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Sep 16, 2014",Culex,territans,Female,,1,Outer Community-East,,Outer,53.60672180,-113.22135870,POINT (-113.2213587 53.6067218)
"Jun 04, 1996",Aedes,communis,Female,,1,Rural-North East,,Peripheral,53.65769280,-113.33211780,POINT (-113.3321178 53.6576928)
"Jul 03, 2018",Culiseta,inornata,Female,,6,Outer Community-South East,,Outer,53.33787710,-113.34249250,POINT (-113.3424925 53.3378771)
"Jun 03, 2014",Culiseta,alaskaensis,Female,,1,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Sep 08, 2015",Aedes,vexans,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 01, 2000",Aedes,Banded legs,Female,UnID,2,River Valley-East-P1,,Core,53.58141700,-113.37456110,POINT (-113.3745611 53.581417)
"Aug 14, 2018",Aedes,spp.,Female,UnID,4,Outer Community-South1,,Outer,53.33332690,-113.53137370,POINT (-113.5313737 53.3333269)
"May 23, 2017",Culiseta,inornata,Female,,6,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Aug 08, 2000",Misc,UnID,Female,UnID,7,Rural-North West,,Peripheral,53.61722100,-113.71618200,POINT (-113.716182 53.617221)
"Jul 17, 2007",Anopheles,earlei,Female,,2,Rural-South West,,Peripheral,53.45390000,-113.68865000,POINT (-113.68865 53.4539)
"Aug 12, 2014",Culex,tarsalis,Female,,1,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 17, 2001",Aedes,dorsalis,Female,,1,Residential-North,,Core,53.57959700,-113.49643600,POINT (-113.496436 53.579597)
"Jun 25, 2019",Male,UnID,Male,UnID,2,Rural-South West,,Peripheral,53.52858720,-113.73807010,POINT (-113.7380701 53.5285872)
"Jun 29, 2021",Aedes,vexans,Female,,1,Residential-South,No Data,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jul 11, 2017",Aedes,fitchii,Female,,1,Rural-South East,,Peripheral,53.39583080,-113.39354040,POINT (-113.3935404 53.3958308)
"Jul 02, 1997",Aedes,excrucians,Female,,1,Extended Rural-South West,,Outer,53.42475000,-113.86097000,POINT (-113.86097 53.42475)
"Jul 14, 2015",Male,UnID,Male,UnID,16,Residential-South-GC,,Core,53.48205730,-113.41834550,POINT (-113.4183455 53.4820573)
"Jun 15, 2004",Male,UnID,Male,UnID,5,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jun 07, 2022",Aedes,excrucians,Female,,4,River Valley-West,,Core,53.50406840,-113.57012630,POINT (-113.5701263 53.5040684)
"Jul 14, 2015",Aedes,flavescens,Female,,2,Rural-North West,,Peripheral,53.61923170,-113.71279840,POINT (-113.7127984 53.6192317)
"Jul 08, 1997",Aedes,canadensis,Female,,1,River Valley-East-GC2,,Core,53.55335800,-113.46263200,POINT (-113.462632 53.553358)
